Date,Open,High,Low,Close
2024-05-09,61191.19921875,63404.9140625,60648.07421875,63049.9609375
2024-05-10,63055.19140625,63446.7421875,60208.78125,60792.77734375
2024-05-11,60793.35546875,61451.15234375,60492.625,60793.7109375
2024-05-12,60793.50390625,61818.15625,60632.6015625,61448.39453125
2024-05-13,61451.21875,63422.66015625,60769.83984375,62901.44921875
2024-05-14,62900.7734375,63092.125,61123.765625,61552.7890625
2024-05-15,61553.98828125,66454.453125,61330.41015625,66267.4921875
2024-05-16,66256.109375,66712.4296875,64613.0546875,65231.58203125
2024-05-17,65231.296875,67459.4609375,65119.31640625,67051.875
2024-05-18,67066.2109375,67387.328125,66663.5,66940.8046875
2024-05-19,66937.9296875,67694.296875,65937.1796875,66278.3671875
2024-05-20,66278.7421875,71483.5625,66086.171875,71448.1953125
2024-05-21,71443.0625,71946.4609375,69191.125,70136.53125
2024-05-22,70135.3203125,70623.6953125,68977.6953125,69122.3359375
2024-05-23,69121.3046875,70041.2734375,66356.953125,67929.5625
2024-05-24,67928.1328125,69220.296875,66622.671875,68526.1015625
2024-05-25,68526.921875,69579.3203125,68515.8203125,69265.9453125
2024-05-26,69264.2890625,69506.2265625,68183.890625,68518.09375
2024-05-27,68512.1796875,70597.8828125,68232.5,69394.5546875
2024-05-28,69392.1953125,69514.640625,67227.15625,68296.21875
2024-05-29,68296.3515625,68852.4609375,67101.4921875,67578.09375
2024-05-30,67576.0859375,69500.5390625,67118.078125,68364.9921875
2024-05-31,68362.515625,68999.5625,66633.421875,67491.4140625
2024-06-01,67489.609375,67839.765625,67386.1953125,67706.9375
2024-06-02,67710.2734375,68409.1640625,67315.5234375,67751.6015625
2024-06-03,67753.8984375,70230.8203125,67589.8359375,68804.78125
2024-06-04,68804.5703125,71047.40625,68564.640625,70567.765625
2024-06-05,70568.3515625,71735.4140625,70390.7109375,71082.8203125
2024-06-06,71082.84375,71625.734375,70119.125,70757.1640625
2024-06-07,70759.1875,71907.8515625,68507.2578125,69342.5859375
2024-06-08,69324.1796875,69533.3203125,69210.7421875,69305.7734375
2024-06-09,69297.4921875,69817.5234375,69160.84375,69647.9921875
2024-06-10,69644.3125,70146.0703125,69232.421875,69512.28125
2024-06-11,69508.078125,69549.4140625,66123.6015625,67332.03125
2024-06-12,67321.375,69977.890625,66902.453125,68241.1875
2024-06-13,68243.1015625,68365.78125,66304.5625,66756.3984375
2024-06-14,66747.5703125,67294.6484375,65056.89453125,66011.09375
2024-06-15,66006.7421875,66402.1875,65871.7734375,66191.0
2024-06-16,66189.359375,66894.84375,66018.25,66639.046875
2024-06-17,66636.515625,67188.3203125,65094.96484375,66490.296875
2024-06-18,66490.9765625,66556.703125,64066.95703125,65140.74609375
2024-06-19,65146.66015625,65695.3515625,64693.30078125,64960.296875
2024-06-20,64960.296875,66438.9609375,64547.84765625,64828.65625
2024-06-21,64837.98828125,65007.546875,63378.89453125,64096.19921875
2024-06-22,64113.86328125,64475.46875,63929.7578125,64252.578125
2024-06-23,64248.96484375,64491.703125,63180.796875,63180.796875
2024-06-24,63173.3515625,63292.52734375,58601.69921875,60277.4140625
2024-06-25,60266.28125,62258.26171875,60239.75,61804.640625
2024-06-26,61789.67578125,62434.13671875,60695.1875,60811.27734375
2024-06-27,60811.2265625,62293.86328125,60585.33203125,61604.80078125
2024-06-28,61612.8046875,62126.09765625,59985.40234375,60320.13671875
2024-06-29,60319.875,61097.62109375,60300.96484375,60887.37890625
2024-06-30,60888.4453125,62892.828125,60632.94921875,62678.29296875
2024-07-01,62673.60546875,63777.2265625,62495.51171875,62851.98046875
2024-07-02,62844.41015625,63203.359375,61752.74609375,62029.015625
2024-07-03,62034.33203125,62187.703125,59419.38671875,60173.921875
2024-07-04,60147.13671875,60399.67578125,56777.8046875,56977.703125
2024-07-05,57022.80859375,57497.15234375,53717.375,56662.375
2024-07-06,56659.07421875,58472.546875,56038.9609375,58303.5390625
2024-07-07,58239.4296875,58371.12109375,55793.32421875,55849.109375
2024-07-08,55849.57421875,58131.3359375,54321.01953125,56705.09765625
2024-07-09,56704.59765625,58239.1953125,56316.875,58009.2265625
2024-07-10,58033.8828125,59359.43359375,57178.4140625,57742.49609375
2024-07-11,57729.890625,59299.43359375,57120.37890625,57344.9140625
2024-07-12,57341.1953125,58532.5546875,56590.17578125,57899.46484375
2024-07-13,57908.73828125,59787.078125,57796.44140625,59231.953125
2024-07-14,59225.25,61329.52734375,59225.25,60787.79296875
2024-07-15,60815.45703125,64870.15234375,60704.9296875,64870.15234375
2024-07-16,64784.41796875,65354.33984375,62487.96875,65097.1484375
2024-07-17,65091.83203125,66066.734375,63896.0859375,64118.79296875
2024-07-18,64104.73828125,65104.66015625,63246.1640625,63974.06640625
2024-07-19,63972.32421875,67442.640625,63329.34375,66710.15625
2024-07-20,66709.921875,67610.734375,66299.6171875,67163.6484375
2024-07-21,67164.9140625,68372.90625,65842.296875,68154.5234375
2024-07-22,68152.9765625,68480.0625,66611.296875,67585.25
2024-07-23,67584.8046875,67779.015625,65484.4609375,65927.671875
2024-07-24,65927.859375,67113.984375,65146.99609375,65372.1328125
2024-07-25,65375.875,66112.421875,63473.47265625,65777.2265625
2024-07-26,65771.8125,68207.6015625,65743.765625,67912.0625
2024-07-27,67911.8125,69398.5078125,66705.21875,67813.3359375
2024-07-28,67808.65625,68301.8515625,67085.828125,68255.8671875
2024-07-29,68259.0546875,69987.5390625,66532.59375,66819.9140625
2024-07-30,66819.0546875,66987.671875,65323.19140625,66201.015625
2024-07-31,66201.2734375,66810.2109375,64532.046875,64619.25
2024-08-01,64625.83984375,65593.2421875,62248.94140625,65357.5
2024-08-02,65353.5,65523.22265625,61184.89453125,61415.06640625
2024-08-03,61414.80859375,62148.37109375,59836.52734375,60680.09375
2024-08-04,60676.09375,61062.98828125,57210.8046875,58116.9765625
2024-08-05,58110.296875,58268.828125,49121.23828125,53991.45703125
2024-08-06,53991.34765625,57059.91796875,53973.2734375,56034.31640625
2024-08-07,56040.6328125,57726.8828125,54620.5078125,55027.4609375
2024-08-08,55030.02734375,62673.765625,54766.7265625,61710.13671875
2024-08-09,61728.20703125,61751.86328125,59587.859375,60880.11328125
2024-08-10,60881.23046875,61464.51171875,60287.56640625,60945.8125
2024-08-11,60944.890625,61778.66015625,58348.82421875,58719.484375
2024-08-12,58719.39453125,60680.33203125,57688.8984375,59354.515625
2024-08-13,59356.20703125,61572.3984375,58506.25390625,60609.56640625
2024-08-14,60611.05078125,61687.7578125,58472.875,58737.26953125
2024-08-15,58733.26171875,59838.6484375,56161.59375,57560.09765625
2024-08-16,57560.2734375,59847.359375,57110.01953125,58894.10546875
2024-08-17,58893.53125,59694.66796875,58814.83203125,59478.97265625
2024-08-18,59468.1328125,60262.71875,58445.40234375,58483.96484375
2024-08-19,58480.7109375,59612.66015625,57864.7109375,59493.453125
2024-08-20,59493.453125,61396.328125,58610.8828125,59012.79296875
2024-08-21,59014.98828125,61834.3515625,58823.4453125,61175.19140625
2024-08-22,61168.31640625,61408.109375,59815.25390625,60381.9140625
2024-08-23,60380.953125,64947.0625,60372.05078125,64094.35546875
2024-08-24,64103.87109375,64513.7890625,63619.91796875,64178.9921875
2024-08-25,64176.3671875,64996.421875,63833.51953125,64333.54296875
2024-08-26,64342.2265625,64489.70703125,62849.55859375,62880.66015625
2024-08-27,62879.70703125,63210.796875,58116.75,59504.1328125
2024-08-28,59507.92578125,60236.44921875,57890.67578125,59027.625
2024-08-29,59027.46875,61184.08203125,58786.2265625,59388.1796875
2024-08-30,59388.6015625,59896.88671875,57768.53125,59119.4765625
2024-08-31,59117.48046875,59432.59375,58768.78515625,58969.8984375
2024-09-01,58969.80078125,59062.0703125,57217.82421875,57325.48828125
2024-09-02,57326.96875,59403.0703125,57136.02734375,59112.48046875
2024-09-03,59106.19140625,59815.05859375,57425.16796875,57431.0234375
2024-09-04,57430.34765625,58511.5703125,55673.1640625,57971.5390625
2024-09-05,57971.703125,58300.58203125,55712.453125,56160.48828125
2024-09-06,56160.19140625,56976.109375,52598.69921875,53948.75390625
2024-09-07,53949.0859375,54838.14453125,53740.0703125,54139.6875
2024-09-08,54147.93359375,55300.859375,53653.7578125,54841.56640625
2024-09-09,54851.88671875,58041.125,54598.43359375,57019.53515625
2024-09-10,57020.09765625,58029.9765625,56419.4140625,57648.7109375
2024-09-11,57650.2890625,57991.3203125,55567.33984375,57343.171875
2024-09-12,57343.171875,58534.359375,57330.1015625,58127.01171875
2024-09-13,58130.32421875,60648.0234375,57650.11328125,60571.30078125
2024-09-14,60569.1171875,60656.72265625,59517.8828125,60005.12109375
2024-09-15,60000.7265625,60381.91796875,58696.30859375,59182.8359375
2024-09-16,59185.2265625,59205.51171875,57501.33984375,58192.5078125
2024-09-17,58192.5078125,61316.08984375,57628.0703125,60308.5390625
2024-09-18,60309.0,61664.06640625,59218.25390625,61649.6796875
2024-09-19,61651.15625,63872.44140625,61609.8671875,62940.45703125
2024-09-20,62941.42578125,64119.53125,62364.60546875,63192.9765625
2024-09-21,63184.33984375,63543.359375,62783.10546875,63394.83984375
2024-09-22,63396.8046875,63993.421875,62440.7265625,63648.7109375
2024-09-23,63643.1015625,64733.55859375,62628.078125,63329.80078125
2024-09-24,63326.83984375,64695.21484375,62737.41796875,64301.96875
2024-09-25,64302.58984375,64804.50390625,62945.375,63143.14453125
2024-09-26,63138.546875,65790.796875,62669.26953125,65181.01953125
2024-09-27,65180.6640625,66480.6953125,64852.9921875,65790.6640625
2024-09-28,65792.1796875,66255.53125,65458.03515625,65887.6484375
2024-09-29,65888.8984375,66069.34375,65450.015625,65635.3046875
2024-09-30,65634.65625,65635.0546875,62873.6171875,63329.5
2024-10-01,63335.60546875,64110.98046875,60189.27734375,60837.0078125
2024-10-02,60836.32421875,62357.6875,59996.94921875,60632.78515625
2024-10-03,60632.484375,61469.0390625,59878.8046875,60759.40234375
2024-10-04,60754.625,62465.9921875,60459.94140625,62067.4765625
2024-10-05,62067.609375,62371.0234375,61689.58203125,62089.94921875
2024-10-06,62084.98828125,62959.5703125,61833.1484375,62818.953125
2024-10-07,62819.109375,64443.70703125,62152.55078125,62236.66015625
2024-10-08,62221.64453125,63174.3046875,61843.5625,62131.96875
2024-10-09,62131.7265625,62508.8359375,60314.61328125,60582.1015625
2024-10-10,60581.9296875,61236.72265625,58895.20703125,60274.5
2024-10-11,60275.4609375,63400.87109375,60046.125,62445.08984375
2024-10-12,62444.6171875,63448.78515625,62443.26953125,63193.0234375
2024-10-13,63192.9453125,63272.65234375,62035.63671875,62851.375
2024-10-14,62848.3984375,66482.4921875,62442.15234375,66046.125
2024-10-15,66050.3671875,67881.6796875,64809.1953125,67041.109375
2024-10-16,67042.4609375,68375.2890625,66758.7265625,67612.71875
2024-10-17,67617.078125,67912.2109375,66647.390625,67399.8359375
2024-10-18,67419.109375,68969.75,67177.8203125,68418.7890625
2024-10-19,68418.9765625,68668.0078125,68024.640625,68362.734375
2024-10-20,68364.1796875,69359.0078125,68105.71875,69001.703125
2024-10-21,69002.0,69462.734375,66829.8515625,67367.8515625
2024-10-22,67360.703125,67801.578125,66581.3671875,67361.40625
2024-10-23,67362.375,67402.7421875,65188.03515625,66432.1953125
2024-10-24,66653.703125,68798.9609375,66454.1015625,68161.0546875
2024-10-25,68165.296875,68722.15625,65521.79296875,66642.4140625
2024-10-26,66628.734375,67317.921875,66360.59375,67014.6953125
2024-10-27,67023.4765625,68221.3125,66847.2265625,67929.296875
2024-10-28,67922.671875,70212.265625,67535.1328125,69907.7578125
2024-10-29,69910.046875,73577.2109375,69729.9140625,72720.4921875
2024-10-30,72715.3671875,72905.296875,71411.734375,72339.5390625
2024-10-31,72335.046875,72662.3125,69590.5,70215.1875
2024-11-01,70216.8984375,71559.015625,68779.703125,69482.46875
2024-11-02,69486.0234375,69867.3515625,69033.71875,69289.2734375
2024-11-03,69296.3828125,69361.65625,67482.5234375,68741.1171875
2024-11-04,68742.1328125,69433.1796875,66803.6484375,67811.5078125
2024-11-05,67811.171875,70522.7890625,67458.8671875,69359.5625
2024-11-06,69358.5,76460.15625,69322.03125,75639.078125
2024-11-07,75637.0859375,76943.1171875,74480.421875,75904.859375
2024-11-08,75902.8359375,77252.75,75648.7421875,76545.4765625
2024-11-09,76556.1875,76932.765625,75773.7890625,76778.8671875
2024-11-10,76775.546875,81474.421875,76565.4296875,80474.1875
2024-11-11,80471.4140625,89604.5,80283.25,88701.484375
2024-11-12,88705.5625,89956.8828125,85155.109375,87955.8125
2024-11-13,87929.96875,93434.3515625,86256.9296875,90584.1640625
2024-11-14,90574.8828125,91765.21875,86682.8125,87250.4296875
2024-11-15,87284.1796875,91868.7421875,87124.8984375,91066.0078125
2024-11-16,91064.3671875,91763.9453125,90094.2265625,90558.4765625
2024-11-17,90558.4609375,91433.0390625,88741.6640625,89845.8515625
2024-11-18,89843.71875,92596.7890625,89393.59375,90542.640625
2024-11-19,90536.8125,94002.8671875,90426.984375,92343.7890625
2024-11-20,92341.890625,94902.0234375,91619.5,94339.4921875
2024-11-21,94334.640625,99014.21875,94132.6015625,98504.7265625
2024-11-22,98496.4296875,99655.5,97222.6640625,98997.6640625
2024-11-23,99006.7421875,99014.6796875,97232.890625,97777.28125
2024-11-24,97778.09375,98647.1796875,95788.078125,98013.8203125
2024-11-25,98033.4453125,98935.03125,92642.9140625,93102.296875
2024-11-26,93087.28125,94991.75,90770.8125,91985.3203125
2024-11-27,91978.140625,97361.1796875,91778.6640625,95962.53125
2024-11-28,95954.9453125,96650.203125,94677.3515625,95652.46875
2024-11-29,95653.953125,98693.171875,95407.8828125,97461.5234375
2024-11-30,97468.8125,97499.34375,96144.21875,96449.0546875
2024-12-01,96461.3359375,97888.125,95770.1875,97279.7890625
2024-12-02,97276.0078125,98152.6015625,94482.8671875,95865.3046875
2024-12-03,95854.59375,96297.203125,93629.5625,96002.1640625
2024-12-04,95988.53125,99207.328125,94660.5234375,98768.53125
2024-12-05,98741.5390625,103900.46875,91998.78125,96593.5703125
2024-12-06,97074.2265625,102039.8828125,96514.875,99920.7109375
2024-12-07,99916.7109375,100563.3828125,99030.8828125,99923.3359375
2024-12-08,99921.9140625,101399.9921875,98771.515625,101236.015625
2024-12-09,101237.0625,101272.5078125,94355.9140625,97432.71875
2024-12-10,97441.234375,98270.15625,94321.2578125,96675.4296875
2024-12-11,96656.0625,101913.359375,95747.2265625,101173.03125
2024-12-12,101167.8046875,102524.9140625,99339.953125,100043.0
2024-12-13,100046.6484375,101888.8046875,99233.28125,101459.2578125
2024-12-14,101451.4375,102618.8828125,100634.0546875,101372.96875
2024-12-15,101373.53125,105047.5390625,101227.03125,104298.6953125
2024-12-16,104293.578125,107780.578125,103322.984375,106029.71875
2024-12-17,106030.6875,108268.4453125,105291.734375,106140.6015625
2024-12-18,106147.296875,106470.609375,100041.5390625,100041.5390625
2024-12-19,100070.6875,102748.1484375,95587.6796875,97490.953125
2024-12-20,97484.6953125,98098.9140625,92175.1796875,97755.9296875
2024-12-21,97756.1953125,99507.1015625,96426.5234375,97224.7265625
2024-12-22,97218.3203125,97360.265625,94202.1875,95104.9375
2024-12-23,95099.390625,96416.2109375,92403.1328125,94686.2421875
2024-12-24,94684.34375,99404.0625,93448.015625,98676.09375
2024-12-25,98675.9140625,99478.75,97593.46875,99299.1953125
2024-12-26,99297.6953125,99884.5703125,95137.8828125,95795.515625
2024-12-27,95704.9765625,97294.84375,93310.7421875,94164.859375
2024-12-28,94160.1875,95525.8984375,94014.2890625,95163.9296875
2024-12-29,95174.0546875,95174.875,92881.7890625,93530.2265625
2024-12-30,93527.1953125,94903.3203125,91317.1328125,92643.2109375
2024-12-31,92643.25,96090.6015625,91914.03125,93429.203125
2025-01-01,93425.1015625,94929.8671875,92788.125,94419.7578125
2025-01-02,94416.2890625,97739.8203125,94201.5703125,96886.875
2025-01-03,96881.7265625,98956.9140625,96034.6171875,98107.4296875
2025-01-04,98106.9921875,98734.4296875,97562.9765625,98236.2265625
2025-01-05,98233.90625,98813.3046875,97291.765625,98314.9609375
2025-01-06,98314.953125,102482.875,97926.1484375,102078.0859375
2025-01-07,102248.8515625,102712.484375,96132.875,96922.703125
2025-01-08,96924.1640625,97258.3203125,92525.84375,95043.5234375
2025-01-09,95043.484375,95349.71875,91220.84375,92484.0390625
2025-01-10,92494.4921875,95770.609375,92250.09375,94701.453125
2025-01-11,94700.8359375,94977.6875,93840.046875,94566.59375
2025-01-12,94565.7265625,95367.5390625,93712.5078125,94488.4375
2025-01-13,94488.890625,95837.0,89260.1015625,94516.5234375
2025-01-14,94519.0078125,97352.6640625,94322.15625,96534.046875
2025-01-15,96534.046875,100697.234375,96501.640625,100504.4921875
2025-01-16,100505.296875,100781.5859375,97364.4453125,99756.90625
2025-01-17,100025.765625,105884.2265625,99948.90625,104462.0390625
2025-01-18,104124.953125,104913.203125,102226.6171875,104408.0703125
2025-01-19,104411.2890625,106299.796875,99570.53125,101089.609375
2025-01-20,101083.75,109114.8828125,99471.359375,102016.6640625
2025-01-21,102052.578125,107180.921875,100103.953125,106146.265625
2025-01-22,106136.3828125,106294.34375,103360.265625,103653.0703125
2025-01-23,103657.671875,106820.328125,101257.8046875,103960.171875
2025-01-24,103965.671875,107098.546875,102772.125,104819.484375
2025-01-25,104824.03125,105243.7890625,104120.375,104714.6484375
2025-01-26,104713.2109375,105438.6484375,102507.7109375,102682.5
